date,Open_Price,High_Price,Low_Price,Volume,Close_Price
05/17/2007,422,426.5,422,10534,426.13
05/18/2007,425,426.5,417.34,10882,425.09
05/21/2007,427,430.5,424,8900,429.72
05/22/2007,429,431.75,425.46,8157,428.71
05/23/2007,430.5,430.8,427.02,9566,429.43
05/24/2007,425.05,429,423,22819,425.19
05/25/2007,420.5,428.5,419.5,16789,426.6
05/28/2007,431.95,432,429.51,3276,431.55
05/29/2007,429.5,432.9,427,7129,431.61
05/30/2007,430,433,429,6863,429.01
05/31/2007,431,434,430,8068,432.68
06-01-2007,435.25,436.75,432.99,8443,434.61
06-04-2007,436.5,436.5,430,9595,431.19
06-05-2007,427.3,432.5,427.3,14361,432.43
06-06-2007,432,432,423,14101,427.02
06-07-2007,424.5,429,423.5,23623,426.9
06-08-2007,418,421,415.1,6403,419.8
06-11-2007,420,423.95,418,6727,418.08
06-12-2007,418.8,419.99,413,10264,416.09
06/13/2007,418,419.45,415.35,11192,416.49
06/14/2007,418,422,418,3826,421.92
06/15/2007,424.9,426,421.5,5190,421.66
06/18/2007,423.05,424.8,420,4679,420.24
06/19/2007,420,426,418.05,14442,424.92
06/20/2007,429.5,430.5,426.05,11481,427.08
06/21/2007,430.9,431.5,427.25,11213,428.81
06/22/2007,429.5,432.49,428.5,11558,428.5
06/25/2007,429.8,429.9,427,2459,429.16
06/26/2007,429.5,432.5,428.41,10345,431.86
06/27/2007,430.5,433,429,7277,429
06/28/2007,430,432.5,428.35,8786,429.2
06/29/2007,430.99,440,430.99,14806,434
07-02-2007,438.7,438.7,435.5,9127,435.5
07-03-2007,438,439.6,437,1784,438.34
07-04-2007,441,442.2,437.25,10296,439.89
07-05-2007,440,443,435.01,11766,435.2
07-06-2007,435,441,435,43321,439.16
07-09-2007,443,446.93,439,27612,443.75
07-10-2007,445.99,446.1,440.15,7531,443.76
07-11-2007,440.99,448,440.99,6941,444.15
07-12-2007,445.5,449.5,445.5,7342,449.5
07/13/2007,458.25,458.25,446.3,12238,454.86
07/16/2007,455.25,457,453.03,7332,454.37
07/17/2007,456.5,459.5,452.44,18743,453
07/18/2007,456,456,444,27458,446.59
07/19/2007,455,460,452.04,18063,460
07/20/2007,458.25,463.49,458.25,9903,463
07/23/2007,463,466,459,14400,464.85
07/24/2007,470,470.6,462,14071,464.91
07/25/2007,464.88,466.25,461.56,16987,463.99
07/26/2007,463.99,467,460,14124,465.63
07/27/2007,456.75,457,446,15122,450
07/30/2007,468.8,468.8,446,14723,451.03
07/31/2007,451.03,455.5,447,14996,455.17
08-01-2007,445,448,440,13266,440.3
08-02-2007,434,445.1,434,12104,439.48
08-03-2007,445.99,446.99,443,6853,444.7
08-06-2007,433.5,441.9,433.5,13073,438.77
08-07-2007,445,445,441.01,5926,441.16
08-08-2007,448.15,453,446,10071,452.44
08-09-2007,455.05,458,446.08,7989,448.12
08-10-2007,445.1,445.1,431,35578,436.39
08/13/2007,440,443,438,11989,440.1
08/14/2007,441.06,443,440.5,8035,442.02
08/16/2007,425,440,422,13873,422.45
08/17/2007,423,423,405.5,75549,415.69
08/20/2007,445,445,420,18161,421.88
08/21/2007,426,429.9,365,7361,414.38
08/22/2007,406,420.5,381.73,16540,419.99
08/23/2007,427,430,416.5,28350,418.4
08/24/2007,421,425,418,8956,424.3
08/27/2007,428,434,428,16677,433.82
08/28/2007,432.01,437,432,6587,436.97
08/29/2007,425,441.45,425,8646,439.92
08/30/2007,444,447,442,9111,444.98
08/31/2007,445,451.9,445,4652,451.05
09-03-2007,451.05,454.5,449.6,12953,452.85
09-04-2007,452.5,455.3,451,6638,454.64
09-05-2007,455.5,457,452.01,7420,453.51
09-06-2007,452.5,459,452.5,15709,456.09
09-07-2007,459.99,460,454.5,12685,456.82
09-10-2007,452,456,452,1877,455.51
09-11-2007,455,458,453,15220,455
09-12-2007,456,457.65,454,9029,454.27
09/13/2007,456,457.25,454.01,12563,456.08
09/14/2007,456.08,461.5,452,26667,453.94
09/17/2007,459.9,459.9,453.5,17552,454.46
09/18/2007,453.5,459,451.8,13780,458.33
09/19/2007,470,478.75,465,17708,478.45
09/20/2007,476,481.9,473,12007,480.84
09/21/2007,478.25,489.45,478.25,22937,486.63
09/24/2007,491,502.99,487.25,44387,500.91
09/25/2007,499,500,489,12861,495.22
09/26/2007,559,559,496,4122,497.07
09/27/2007,502.05,504.6,497.9,21186,501.99
09/28/2007,507,509,498,7534,507.5
10-01-2007,507,513.25,481,23448,511
10-03-2007,519,530,512,24225,523.14
10-04-2007,522,528,485,28459,523.08
10-05-2007,525,528.97,520,16314,522.81
10-08-2007,524,524.05,505.8,26504,510.78
10-09-2007,510,545,495,17943,534.95
10-10-2007,545,557,537,49038,549.49
10-11-2007,548,557,546.1,12581,556.96
10-12-2007,555,559,545.1,19886,547.2
10/15/2007,553,572,551.9,27465,571.08
10/16/2007,569,574.69,561.3,14750,569.81
10/17/2007,552,565,531,22708,559.26
10/18/2007,566,577.83,533,31433,541.97
10/19/2007,532,538,524,36830,528.04
10/22/2007,528,530.85,520,13928,524.83
10/23/2007,540,565,536,8781,553.25
10/24/2007,554,563,547,17212,554.2
10/25/2007,552,562.99,552,8605,561.98
10/26/2007,558,578,558,26564,573.51
10/29/2007,587,596,583.95,8347,595.62
10/30/2007,599.7,602,586.7,35150,592.17
10/31/2007,595,601,593,6517,595.09
11-01-2007,604,607.5,593,18882,595.53
11-02-2007,590,599.5,583,16954,597.6
11-05-2007,597,601,589,18784,591.46
11-06-2007,600,600,581,6704,584.25
11-07-2007,592.5,592.5,579,16691,583.83
11-08-2007,578,580,571,10676,574.94
11-09-2007,585,585,573,1217,576.75
11-12-2007,599.99,599.99,556,13165,570.48
11/13/2007,568,582,567,11694,577.5
11/14/2007,587,600,587,12152,599.55
11/15/2007,595,603.5,595,9035,598.57
11/16/2007,597,601.5,592,7523,596.78
11/19/2007,600,604.7,598,5453,598.37
11/20/2007,592.01,598,584,6612,585.1
11/21/2007,580.5,583,562,11030,563.23
11/22/2007,563.5,566,551.5,16692,560.3
11/23/2007,563,575,559.1,14120,568.04
11/26/2007,581,581,573,8237,580.26
11/27/2007,580,580.1,572,5532,573.17
11/28/2007,579.95,586.6,566.05,14080,567.97
11/29/2007,587,587,571,4085,572.91
11/30/2007,576,583.9,575.97,6235,582.12
12-03-2007,586.5,593.3,586.5,12804,591.66
12-04-2007,580.5,595,580.5,8722,591.47
12-05-2007,593,602,593,13208,600.41
12-06-2007,608,608,600,13831,600.62
12-07-2007,605,607.45,596.5,15217,602
12-10-2007,602,604.5,597,13432,601.92
12-11-2007,605,614.85,605,17133,613.9
12-12-2007,611.5,622,609.05,33618,619.98
12/13/2007,621,621,611,10985,612.8
12/14/2007,610,613.99,608.5,7691,609.61
12/17/2007,609.61,615.5,582.9,10321,585.81
12/18/2007,585.81,590,578,14803,582.19
12/19/2007,582.19,683,578,11767,583
12/20/2007,584.95,586,579.01,4414,585.99
12/24/2007,592,602,592,4213,601.52
12/26/2007,605,618,605,15804,611.76
12/27/2007,614,617.45,612.1,3681,615.85
12/28/2007,613.95,623.95,611.64,4584,617.89
12/31/2007,620,623,617,27596,620.67
01-01-2008,619.5,622,618,2252,619.99
01-02-2008,622,625,609.5,16159,622.94
01-03-2008,625,627,616,9760,621.31
01-04-2008,627,637.45,620.1,7117,633.45
01-07-2008,625.1,633.5,625,10419,633
01-08-2008,638,638,626.15,6501,632.61
01-09-2008,632,640,630.01,5847,635.57
01-10-2008,760,760,565.25,30384,611.28
01-11-2008,623,624.5,616,120137,618.87
01/14/2008,625,627,621,9939,626.7
01/15/2008,625,625,601.25,8829,607.79
01/16/2008,609.99,610,596.1,10240,605.8
01/17/2008,603,615,597,6492,603.5
01/18/2008,586,609,585,13859,591.15
01/21/2008,586,602,520,102252,535.39
01/22/2008,525,575,456,214026,495.6
01/23/2008,525,589,503,69501,521.71
01/24/2008,534,540.5,505,19237,509.44
01/25/2008,523,545,523,26942,540.77
01/28/2008,539,540,514,20533,528.92
01/29/2008,538,539.95,526,21101,529.96
01/30/2008,531.99,532,523,10823,523.47
01/31/2008,521.1,531,516,7691,520.81
02-01-2008,532,537.9,517,10071,535.97
02-04-2008,548,560,548,13264,552.79
02-05-2008,550,557,550,4612,554.27
02-06-2008,521,547.1,521,10507,537.91
02-07-2008,538,539.99,518,13468,520.45
02-08-2008,529,550,511,20134,521.01
02-11-2008,508,521,486.25,25864,494.73
02-12-2008,500,502,490,17284,491.21
02/13/2008,499,503,493.15,4914,498.91
02/14/2008,515,526,514,23650,524.41
02/15/2008,519,534,519,6540,533.98
02/18/2008,538,538.75,527,10531,534.15
02/19/2008,541,542.95,534,7500,534.79
02/20/2008,530,540,522,18304,526.03
02/21/2008,527.25,532,518.5,13034,524.86
02/22/2008,521.95,522,520,6304,521.22
02/25/2008,523,525,516,7041,524.21
02/26/2008,432,533,432,5546,531.56
02/27/2008,536,542.9,529,15125,530.85
02/28/2008,533.5,533.5,527.02,6864,530.01
02/29/2008,530,532.98,516.05,19459,523.3
03-03-2008,501,519.95,490,23573,507
03-04-2008,508,510.95,486,45893,496.56
03-05-2008,497,515.99,495.8,14768,505.17
03-07-2008,490.01,497.85,475,49016,483.93
03-10-2008,481.55,549,471,25051,482.82
03-11-2008,485.88,495.95,485,14050,492.82
03-12-2008,502.65,509,494,9255,494.25
03/13/2008,482,483,470,16341,470.95
03/14/2008,470.3,485,470,15059,478.58
03/17/2008,465,469,454,29181,458.62
03/18/2008,461,474,457,11039,461.51
03/19/2008,471,481,462.1,10570,463.22
03/24/2008,461,472,454.95,53208,463.28
03/25/2008,473,493,473,22368,490.17
03/26/2008,492,494,486.05,11389,489.15
03/27/2008,487,491.7,483,12207,488.27
03/28/2008,489,502.5,488,31694,499.75
03/31/2008,499,499,479,25548,482.39
04-01-2008,499,499,470,25224,480.07
04-02-2008,494.95,496,481.05,11566,482.94
04-03-2008,489,489,481.97,9360,483.93
04-04-2008,485,485,468.07,21677,472.18
04-07-2008,481.05,486,471.5,19189,481.91
04-08-2008,480.65,482.9,472,17576,477.24
04-09-2008,474,480.5,473,26151,479.75
04-10-2008,480,485,477,11651,478.92
04-11-2008,480,488.9,480,38521,483.65
04/15/2008,471,495.99,471,15646,493.49
04/16/2008,497,500,493.5,9843,493.65
04/17/2008,496,504,496,16323,502.05
04/21/2008,500,511.5,500,14430,508.93
04/22/2008,508,512,506,13313,511.13
04/23/2008,509,515,507,7214,507.19
04/24/2008,511,511.5,505,7247,506.11
04/25/2008,509,516.99,509,8338,515.91
04/28/2008,518,519,510.85,15551,515.73
04/29/2008,516,527,514,30596,523.46
04/30/2008,527,528,520,17260,520.2
05-02-2008,530.9,530.9,523.5,15782,526.35
05-05-2008,527,529.95,523.5,10591,524.32
05-06-2008,525,525,516.3,13744,517.23
05-07-2008,516.75,522.99,516,6867,517.65
05-08-2008,518.5,518.5,509,32944,510.85
05-09-2008,510.85,513.49,502.55,11322,504.19
05-12-2008,504.55,506.5,494,23877,504.4
05/13/2008,506.35,512,500,14375,501.56
05/14/2008,502,507.98,466.96,22332,505.24
05/15/2008,509.94,516,508.25,8855,515.02
05/16/2008,518,521,513.5,17567,520.56
05/20/2008,520.56,520.56,514,8028,515.23
05/21/2008,510,518.8,510,9958,516.7
05/22/2008,512,512.5,507,20219,507.95
05/23/2008,510.99,512,501,23290,501.38
05/26/2008,497,497.5,491.5,31394,492.33
05/27/2008,492.5,499,481.5,14751,491.61
05/28/2008,493,501,489.25,19049,498.09
05/29/2008,503,503,488.6,23485,490.26
05/30/2008,493,496,490.4,19234,492.98
06-02-2008,494.45,496.4,478.1,13307,480.84
06-03-2008,475,477.45,468,61883,475.72
06-04-2008,474,477.5,463.25,36409,465.19
06-05-2008,467,474.48,462.05,15966,472.95
06-06-2008,479,479,467,12367,469.43
06-09-2008,469,469,446.11,103152,454.99
06-10-2008,451,455,443.95,25017,448.95
06-11-2008,454.45,459,453,32251,456.46
06-12-2008,450,488,445.5,21882,461.25
06/13/2008,458.8,462.9,455.55,36178,458.7
06/16/2008,459,468.5,459,15056,460.84
06/17/2008,462,471,462,20814,470.45
06/18/2008,470.55,473,462,8423,463.02
06/19/2008,405.2,460,405.2,15437,456.26
06/20/2008,456,458,440.11,47554,442.92
06/23/2008,439.75,440,427.25,66029,430.75
06/24/2008,433.45,435,421.05,16402,423.79
06/25/2008,420,432,415,10276,431.19
06/26/2008,432.5,436.5,428.11,10887,435.35
06/27/2008,422.28,426.99,419,25267,420.69
06/30/2008,420,425,408.01,46959,410.92
07-01-2008,415,415,394,61826,397.4
07-02-2008,398.5,415,390.5,43870,414.4
07-03-2008,407,408,394,21891,399.23
07-04-2008,399.5,408.15,396,22235,405.85
07-07-2008,406,417,405.5,18502,408.16
07-08-2008,399,405.3,394,41332,403.45
07-09-2008,419,423.5,415,20773,421.97
07-10-2008,415,426.5,415,11843,422.54
07-11-2008,424.01,425,408.5,28042,411.42
07/14/2008,411,419,402,14376,409.55
07/15/2008,405,406.4,391.2,68496,393.4
07/16/2008,395.5,398.1,380,42339,386.71
07/17/2008,395,401,394,17135,399.19
07/18/2008,401,415.3,400,32402,413.69
07/21/2008,419,423.5,413.69,27755,422.19
07/22/2008,421.85,437.99,421.85,26709,429.99
07/23/2008,445,458,440,50307,454.71
07/24/2008,456,460,445,19940,449.03
07/25/2008,444,444,436.12,12594,439.55
07/28/2008,441,442,436.1,11662,438.86
07/29/2008,430.35,434.49,422.5,19085,426.78
07/30/2008,431.75,442,430,25887,440.15
07/31/2008,441,445,437.62,19599,442.87
08-01-2008,384.6,449,384.6,8615,447.82
08-04-2008,444.5,450.75,443.75,9898,445.32
08-05-2008,444,458.9,444,10162,456.32
08-06-2008,464,467,456.5,29061,461.31
08-07-2008,455.01,463,455.01,4501,459.27
08-08-2008,460.99,461,450.02,8194,459.08
08-11-2008,465.05,469,464,59662,467.73
08-12-2008,468.5,471,460,17962,463.74
08/13/2008,459.45,464.55,457.5,3040,461.35
08/14/2008,456,457.95,450,6995,450.91
08/18/2008,449.9,451.75,446,4405,447.12
08/19/2008,442,446,440,16276,444.27
08/20/2008,447.99,449.5,445,5662,448.05
08/21/2008,445,446.99,435,13108,436.63
08/22/2008,434.99,441.5,431.75,9019,439.21
08/25/2008,447,447,440,5496,441.08
08/26/2008,437.5,441.99,435.25,2059,441.35
08/27/2008,441.25,442,435.3,4235,436.9
08/28/2008,437,437.5,428,6792,430.17
08/29/2008,433.01,443,433.01,6633,441.7
09-01-2008,439,443,436.56,7414,441.81
09-02-2008,445.99,458,442.96,23339,455.99
09-04-2008,433.25,456,433.25,3976,451.38
09-05-2008,430,445,400,14861,444.99
09-08-2008,450.05,461.75,450.05,35249,457.28
09-09-2008,453,458,450,3538,455.18
09-10-2008,452,455,447.56,8655,447.99
09-11-2008,475,475,434,31338,437.87
09-12-2008,443.85,443.85,425,85335,427.44
09/15/2008,426.75,427,399,81200,410.39
09/16/2008,397,414,397,30967,412.41
09/17/2008,426.85,426.85,402,22279,404.27
09/18/2008,404.27,407,385,79447,405.05
09/19/2008,417.01,435,414,32008,429.06
09/22/2008,435,435,422.5,18889,425.41
09/23/2008,418.5,424.75,414,30556,414.83
09/24/2008,414.01,424,414.01,21353,418.58
09/25/2008,420,420,412.06,18593,415.28
09/26/2008,410,415,400.1,64070,404.25
09/29/2008,408.8,410,386.35,102372,389.51
09/30/2008,395,399,380,44213,394.04
10-01-2008,396,402.45,390,24600,399.15
10-03-2008,399,399,385.1,36487,386.29
10-06-2008,385,385,361.05,82388,363.61
10-07-2008,369.5,376,357,43655,365.45
10-08-2008,360.1,360.1,340.9,167542,355.53
10-10-2008,326,346.8,325,130342,333.01
10/13/2008,354.4,355,340.01,96442,352.65
10/14/2008,380,380,352.5,158806,355.96
10/15/2008,347.01,352.25,335,85263,336.73
10/16/2008,327,336,312.25,237719,330.53
10/17/2008,334,337,309.21,228528,312.1
10/20/2008,316.7,328.85,310,416301,316.89
10/21/2008,322,329,315.5,249206,327.08
10/22/2008,320,324.7,307.22,155577,310.31
10/23/2008,299,313,294,208584,298.92
10/24/2008,295.1,299,265,900478,268.76
10/27/2008,271,271,230,741081,256.1
10/28/2008,271.1,282.8,270.1,142828,279.49
10/29/2008,285.9,289,268.01,256998,273.18
10/31/2008,288,291.2,277.11,457757,287.54
11-03-2008,297,306.7,295.1,449841,304.38
11-04-2008,304.4,316,299.5,231037,314.42
11-05-2008,323,326,299.55,459350,300.95
11-06-2008,295,302,287,175107,290.06
11-07-2008,289,303.5,287.1,213490,301.4
11-10-2008,306.75,321,303.57,178939,317.43
11-11-2008,314,315,295.05,151627,297.21
11-12-2008,296,301.9,284,279739,289.55
11/14/2008,309.99,309.99,282.2,276094,284.78
11/17/2008,285.1,287.1,273.95,207288,283.08
11/18/2008,280.25,280.75,271.5,281633,272.91
11/19/2008,273.5,280.9,266,203311,267.94
11/20/2008,264,264,254.75,318343,259.41
11/21/2008,263.1,276,255.05,443229,272.97
11/24/2008,271,276.8,266,210383,272.95
11/25/2008,277.25,285,267.05,181592,268.74
11/26/2008,270,279.85,267.61,168181,278.72
11/28/2008,276,281,274,154964,278.34
12-01-2008,281,286,270.6,171706,271.57
12-02-2008,264.95,273,261.3,220731,270.31
12-03-2008,272,273,265.5,231774,269.53
12-04-2008,270.99,282.99,268.1,163751,282.13
12-05-2008,280.02,284.5,272.5,151342,273.5
12-08-2008,284.7,290,280.5,309377,283.15
12-10-2008,286,297,285.3,242270,295.9
12-11-2008,297,297.5,290.25,261174,295.44
12-12-2008,290,297.75,285.25,262572,295.9
12/15/2008,276,303.4,276,262970,299.65
12/16/2008,298.1,309,298.1,141505,306.55
12/17/2008,309.7,309.7,295.11,135804,296.39
12/18/2008,296.8,310,295,142102,308.55
12/19/2008,307.2,313.35,305,174080,310.78
12/22/2008,310.78,313.89,304.15,148468,305.89
12/23/2008,304.15,304.98,297.7,158802,298.26
12/24/2008,297,298.5,292.5,144601,293.45
12/26/2008,296.88,297.5,286,141297,287.12
12/29/2008,287.1,295.5,282.25,148259,294.38
12/30/2008,294.38,300.9,276,174100,298.66
12/31/2008,302.1,302.1,294.4,118890,297.1
01-01-2009,299,305.2,297.6,88262,304.81
01-01-2009,299,305.2,297.6,88262,304.81
01-02-2009,306,309.45,303,134483,305.56
01-05-2009,307,313.7,307,242918,311.75
01-06-2009,311,314.8,306.03,141873,311.24
01-07-2009,313.8,315,289,572464,292.65
01-09-2009,290,295,280.3,182080,288.55
01-12-2009,285,287.5,275.6,184505,277.26
01/13/2009,277,281.9,275.11,174353,276.37
01/14/2009,278,288,278,90041,284.92
01/15/2009,279.85,280.65,273,120056,276.5
01/16/2009,278.5,286.9,277.2,68933,285.11
01/19/2009,280.65,287.1,280.65,79407,284.46
01/20/2009,283.9,285.5,277.8,70516,283.14
01/21/2009,282,282,273.1,126416,275.36
01/22/2009,279,279,272,97050,273.5
01/23/2009,274,276,270.4,87546,272.11
01/27/2009,273.01,278.5,272.5,66283,277.21
01/28/2009,278.65,285.89,278.65,64078,284.96
01/29/2009,286.11,288,280.5,81355,282.57
01/30/2009,280,291.01,279.01,98708,289.69
02-02-2009,288.5,288.5,280.5,172466,281.7
02-03-2009,283,285.99,280,45050,282.91
02-04-2009,285,286.89,279.41,83868,281.03
02-05-2009,283,285,278.2,42075,280.2
02-06-2009,282,287.8,282,52848,286.19
02-09-2009,287.89,294,286.26,82095,293.28
02-10-2009,293.89,297,290,110071,295.56
02-11-2009,291,296,290,64330,294.5
02-12-2009,294,294.5,290,40990,291.42
02/13/2009,295.49,299,293.15,104071,298.15
02/16/2009,297,298.15,284,105089,285.42
02/17/2009,283,283.4,277.11,72293,279.08
02/18/2009,279.65,284.8,277.1,47358,281.49
02/19/2009,282,283.8,280.01,32042,282.99
02/20/2009,279.49,279.49,272.95,104423,274.88
02/24/2009,272,275.9,270.21,125155,275.23
02/25/2009,277,282,276.8,73669,279.48
02/26/2009,281,281.9,276.05,78788,280.19
02/27/2009,280.5,282,273.1,87100,280.16
03-02-2009,271.1,274.54,268.1,97479,270.46
03-03-2009,271.6,273.5,266,143929,267.56
03-04-2009,268.5,270.75,266.25,129896,269.36
03-05-2009,273,273.7,258.55,160858,259.81
03-06-2009,256.9,267,256.9,76129,266.34
03-09-2009,263,265,260.25,69388,262.4
03-12-2009,269.8,269.9,264.3,78102,266.44
03/13/2009,270.65,274.97,269.8,69680,274.31
03/16/2009,275.9,280.9,274,72311,280.18
03/17/2009,280.35,282.8,276.5,85450,277.7
03/18/2009,279,285.2,279,93071,280.84
03/19/2009,282.45,284.5,278.4,52309,281.72
03/20/2009,280.9,282.7,278.8,95276,282.03
03/23/2009,284.55,296.79,284.55,226860,294.73
03/24/2009,296.65,302.69,292,184117,295.35
03/25/2009,295.5,301,292,174846,299.57
03/26/2009,304,311,301.98,199315,309.73
03/27/2009,309,313.8,306,128532,312.21
03/30/2009,309,309,296.55,202627,298.34
03/31/2009,302.95,305.9,297.5,183224,303.06
04-01-2009,304.1,310,298.15,116344,308.71
04-02-2009,313,324,313,206010,322.28
04-06-2009,328.36,332,323.57,206802,327.02
04-08-2009,323,336.9,315,172744,335.41
04-09-2009,337,340.5,331.75,212599,335.3
04/13/2009,337.2,343.5,334,243514,338.68
04/15/2009,335.05,352.4,331,508387,350.15
04/16/2009,352,352,336.5,252474,337.72
04/17/2009,340,350,337.05,233287,339.64
04/20/2009,340,344.85,335,177024,338.17
04/21/2009,334.5,342.35,333.05,215783,338.32
04/22/2009,340.95,341.45,330.6,301169,333.58
04/23/2009,334,347.9,332.5,192815,344.96
04/24/2009,346,351.65,341.5,128986,350.67
04/27/2009,349.05,353.05,344,123414,348.91
04/28/2009,347.9,347.9,336,144618,337.37
04/29/2009,339.1,350.9,338.05,143014,348.5
05-04-2009,352.2,366.8,352,210069,365.98
05-05-2009,366,375,362.75,478613,372.84
05-06-2009,367.2,375.9,365,128578,367.61
05-07-2009,368,371.58,365.6,173465,369.18
05-08-2009,369.99,372.49,360.05,107649,362.65
05-11-2009,364.99,366.99,356.61,117069,357.3
05-12-2009,359.9,373.8,355.1,111555,370.73
05/13/2009,371,375,365,134148,368.16
05/14/2009,360.5,368.16,360,175043,362.28
05/15/2009,365.5,375,365.1,186391,373.01
05/18/2009,400,445,400,13870,427.57
05/19/2009,440,460,415.5,610975,433.28
05/20/2009,428,438.79,424.2,548503,428.64
05/21/2009,425.25,432.89,420.5,189323,421.79
05/22/2009,420,430,418,130172,426.69
05/25/2009,426.99,429,423.5,67818,426.09
05/26/2009,426,427.8,413,110787,416.24
05/27/2009,421,434.85,420.32,110686,432.88
05/28/2009,434.9,437.49,429.6,84105,434.79
05/29/2009,436.49,450,436.49,194677,446.07
06-01-2009,453,456.5,448,137981,454.67
06-02-2009,458,461.9,447,206483,452.82
06-03-2009,456,458.9,450.1,74777,454.89
06-04-2009,400,458.95,400,145837,457.89
06-05-2009,459,464.5,456.1,133449,460.2
06-08-2009,460.2,462.78,442.1,122064,444.92
06-09-2009,440,457,440,121701,455.42
06-10-2009,458,469.9,458,161499,466.9
06-11-2009,466,470,461,80351,466.28
06-12-2009,466.28,471.25,459.1,63606,460.51
06/15/2009,456.78,463,450,110845,451.06
06/16/2009,446.99,457.49,444.51,94605,456.28
06/17/2009,453.1,457,439,168385,441.25
06/18/2009,440.1,444,429,195997,431.64
06/19/2009,433,439.94,428,103909,438.75
06/22/2009,444,444,429,135717,430.67
06/23/2009,424.82,435.9,422,174922,432.4
06/24/2009,435,437.45,429.15,74829,434.53
06/25/2009,437.05,437.05,427.02,65406,429.69
06/26/2009,440,442.65,432,69319,441.23
06/29/2009,444,449.8,439,100408,446.47
06/30/2009,447,449.9,433.6,75077,435.4
07-01-2009,437,442.9,431.5,53915,440.52
07-02-2009,440,445,436,90832,442.85
07-03-2009,440.55,450,436.1,89060,448.67
07-06-2009,450,459.9,421.1,1089973,424.33
07-07-2009,425.99,430.9,422.03,133987,427.63
07-08-2009,425,425,408.5,440973,409.73
07-09-2009,410,414,407.15,83905,410.89
07-10-2009,412.1,415.8,400.05,163842,403.38
07/13/2009,401,402,393,379848,398.87
07/14/2009,403,422,403,209024,414.34
07/15/2009,416.99,426.45,415,140567,425.06
07/16/2009,426.1,432,421,87487,423.89
07/17/2009,426.99,441,426.5,168982,438.85
07/20/2009,442,451,440.05,188706,449.96
07/21/2009,459,459,444,86064,446.8
07/22/2009,449,455.45,439,133222,440.81
07/23/2009,446,453.6,445,108550,452.1
07/24/2009,460,460,450.2,67411,455.99
07/27/2009,459,459,451.1,74452,455.56
07/28/2009,457,459.7,453.61,85909,456.21
07/29/2009,453.1,455.82,442.15,117391,450.51
07/30/2009,450,457,447,61435,454.88
07/31/2009,457,466,456.2,149196,461.38
08-03-2009,462.5,472,460,109947,469.27
08-04-2009,470,470,462.05,83870,466.46
08-05-2009,465,470,461.25,95539,467.49
08-06-2009,467,470,454.1,150226,457.17
08-07-2009,454.9,456.82,445.7,186654,447.63
08-10-2009,452,457.1,440.01,161328,444.05
08-11-2009,444.99,451.25,440.25,125848,447.05
08-12-2009,437,448.95,437,150564,447.17
08/13/2009,452,463.07,452,127419,460.62
08/14/2009,460,461.45,456,88151,459.4
08/17/2009,454,454,440.27,205235,441.98
08/18/2009,442,450.95,439,94188,449.36
08/19/2009,449,449.89,439,150279,442.32
08/20/2009,446.7,451.5,445.1,65457,447.32
08/21/2009,448,461.44,442,62136,454.66
08/24/2009,500,500,459.55,335342,464.99
08/25/2009,461.6,466.9,457,213065,464.89
08/26/2009,469.7,470,465.5,57653,468.06
08/27/2009,464,469.75,464,52677,468.39
08/28/2009,468.5,473.5,463.3,253632,471.6
08/31/2009,466,469.69,463,104609,467.45
09-01-2009,470,472.9,456.5,302487,458.95
09-02-2009,464,464.25,456.1,99118,460.88
09-03-2009,462.1,463.99,456.05,56978,457.7
09-04-2009,459.8,469,457.5,105937,467.8
09-07-2009,470.01,478,468.5,87678,477.16
09-08-2009,478,481.7,476.01,111689,477.87
09-09-2009,475.51,480.5,475.51,57976,478.78
09-10-2009,480,486,477.5,131582,478.55
09-11-2009,482,482.99,477,54265,481.8
09/14/2009,480,481.4,476.55,79698,480.13
09/15/2009,481.61,488.01,481.5,93609,487.57
09/16/2009,491,494,489.25,103153,492.61
09/17/2009,495.61,497.65,492.5,108586,495.56
09/18/2009,493,497.9,492.55,57386,495.71
09/22/2009,496.1,501.7,495.1,73961,500.62
09/23/2009,498.9,500.25,493,85109,494.11
09/24/2009,493.5,497.8,488.25,78473,496.52
09/25/2009,487,498.88,487,158118,494.93
09/29/2009,498,499.9,496,49948,496.98
09/30/2009,499,505.8,496.5,202468,504.77
10-01-2009,506,507,501,271955,505.99
10-05-2009,500,504,498.54,115023,500.18
10-06-2009,504,504.58,491.05,114595,503.59
10-07-2009,505.6,507,495.12,244607,497.98
10-08-2009,507.36,507.36,496.5,84100,498.71
10-09-2009,500.1,501,492.1,70153,493.29
10-12-2009,494.85,505,494.14,74939,503.66
10/14/2009,507.36,511,506.1,66083,509.8
10/15/2009,512,512,506.1,40421,510.34
10/16/2009,509,513.99,509,20690,512.99
10/17/2009,515,516.22,512,17418,512.81
10/20/2009,515,515.5,508.26,59093,510.17
10/21/2009,508,510.4,505.01,64491,506.6
10/22/2009,505.5,505.75,497.22,83803,499.65
10/23/2009,500.1,504.5,499,53177,501.24
10/26/2009,501.3,504,497.21,36109,498.68
10/27/2009,496.5,498,485.01,363569,488.09
10/28/2009,485,488.5,480,113637,485.1
10/29/2009,479,486.5,477,469635,479.78
10/30/2009,484.5,488,473.95,446256,475.59
11-03-2009,473.05,478,459.05,486168,461.52
11-04-2009,470,478,463.2,123060,475.22
11-05-2009,475.22,482.48,466,559365,481.09
11-06-2009,485,485,479.31,75145,483.37
