,0
176,92.81967580551223
177,93.20974274220825
178,93.36620529960418
179,93.20763628655479
180,93.90626533530092
181,94.84227692704997
182,95.009038862211
183,96.05121685400843
184,95.95911246872784
185,96.98090390323033
186,96.40280345216988
187,97.2599704605651
188,95.59313779509549
189,94.66357495947476
190,95.50204782089125
191,95.55358093868395
192,95.23032021715997
193,94.91023211803301
194,95.48915548420132
195,96.24927544110203
196,98.05892269453707
197,97.76445882622176
198,95.24441846089476
199,95.00220193857898
200,95.3316008822283
201,95.8812564186168
202,95.71875915042986
203,97.2421199309611
204,97.2960286338765
205,97.39780097778286
206,96.3073038951235
207,95.96001301733645
208,95.55146413189705
209,95.64009053634439
210,95.13224840345566
211,95.70018921705231
212,96.91064040949189
213,97.56192337391869
214,98.73252787821063
215,93.29489116582235
216,88.96614032463593
217,89.97296919576203
218,90.5988297764791
219,90.02333781104362
220,90.41908751999398
221,90.50663740656435
222,91.80651721629229
223,92.61854293178925
224,94.14974469589544
225,94.83600414018998
226,93.22159996555496
227,93.92216985181966
228,92.82797741452492
229,92.73586267811093
230,91.80187990851461
231,91.60707675288546
232,90.25996989687268
233,89.35869670892244
234,89.48706111461637
235,89.59052586883892
236,89.86707192518291
237,89.95516524625847
238,89.22305545642557
239,88.07617057439377
240,87.4407662486521
241,87.10501688464205
242,86.7268226979929
243,86.58257965361379
244,86.65482021383782
245,86.42892742894477
246,85.79764802987589
247,86.4263137677531
248,86.39616609163154
249,87.01117868451156
250,87.24948765395665
251,86.75745170181905
252,87.00085342891285
253,86.54488600122009
254,85.970936354666
255,86.1446749537604
256,86.31525128159126
257,85.2409744250203
258,85.20329629932672
259,85.04841228977922
260,84.71272503256978
261,85.07565129740632
262,85.31297173360866
263,85.82960715434808
264,85.44671872868739
265,85.69170417919631
266,86.18026732606737
267,86.55113291024648
268,87.0898990542642
269,86.60972550104
270,85.85276781540288
271,84.92059131859051
272,85.32323488240677
273,84.47160573039784
274,83.80972320533635
275,169.20744869257544
276,195.89393869488688
277,199.26640007393038
278,189.5050431712038
279,193.86117017253528
280,193.80473320527904
281,193.74627517922013
282,193.80025116450284
283,193.80878567401777
284,193.7177500432641
285,193.7702872209997
286,193.94234634869474
287,193.9994380251406
288,193.99143918678078
289,193.8313511449002
290,193.78869412402568
291,193.75504000145395
292,193.66789639687076
293,193.66812670958964
294,193.65631089077667
295,193.64554312422374
296,193.75414980397875
297,193.79159761695345
298,193.88715410523372
299,193.82695450097484
300,193.75828766956832
301,193.83088016832903
302,193.90597246581365
303,193.86457828321787
304,193.9613794952934
305,193.9917393696503
306,194.2065693806876
307,194.29115625531298
308,194.0862141644869
309,193.96818277774176
310,193.85461790507264
311,193.89926234356616
312,193.9365833551563
313,193.90782531869803
314,193.83260104426216
315,193.83364909652215
316,193.8867685255134
317,193.94484097185193
318,194.0195088728658
319,193.90176214229007
320,193.89683500277627
321,193.87406768479195
322,193.88211051546884
323,193.88518997766494
324,193.9052220086398
325,194.1011146210627
326,194.17236664804392
327,194.32599040709601
328,194.33396336762226
329,194.69347117064277
330,194.81573875874508
331,194.68780651287196
332,194.6603164902591
333,194.64018094794994
334,194.65539452631205
335,194.66021815449153
336,194.66021815449153
337,194.66021815449153
338,194.73503355915682
339,194.74789225466307
340,194.7426390544462
341,194.7429055961321
342,194.74349302295437
343,194.74349302295437
344,194.73712190032677
345,194.8983123379179
346,195.37454210930437
347,195.52238217255118
348,196.23474976314532
349,196.09511814871036
350,196.37544236875712
351,196.4785111921259
352,196.87107016419574
353,197.44592553492518
354,197.3064957675921
355,198.05857548159926
356,197.94644165312718
357,197.56248706072293
358,197.2993353710403
359,197.35955826534942
360,197.53844655332642
361,197.33581276525572
362,197.58652756811944
363,197.71026242938578
364,197.28875392488916
365,197.20651158198618
366,197.0047239990736
367,197.02880332322047
368,197.01373724850976
369,196.98687605725294
370,196.7421700873467
371,196.7570136126886
372,196.94593214896148
373,196.85954158933552
374,196.71101058793212
375,196.78680417470676
376,196.75223397682623
377,196.64163211610213
378,196.4914112921659
379,196.21138725498864
380,196.5350387317997
381,196.7379778783066
382,196.72529515206867
383,196.81835960497511
384,196.75144987846875
385,196.75169054232106
386,196.771173963224
387,196.64007427052056
388,196.79326069418516
389,196.8159788442857
390,197.1454217802521
391,197.1104375370343
392,196.96443221218837
393,196.91983952936204
394,196.94189779470625
395,196.95550177181966
396,196.72342936026752
397,196.54282278414075
398,196.48202540192617
399,196.20104129712306
400,196.12348542988155
401,195.95690722733892
402,195.98472072287151
403,195.88055985492565
404,195.82572731335142
405,195.8981179650102
406,195.89386882473622
407,196.06859336929008
408,196.076499047449
409,196.17126108623833
410,196.08509566376452
411,196.1193967321758
412,195.96247354934215
413,195.7476357749548
414,195.66940190847347
415,195.5674328930319
416,195.6432109531064
417,195.73252829571035
418,195.61880039268968
419,195.68232788634705
420,195.65712546422276
421,195.55204852096816
422,195.4602262040736
423,195.416896359526
424,195.25777356083796
425,195.20635430551303
426,195.2464338941629
427,195.17709165129992
428,195.2204421981144
429,195.17140111569552
430,195.33420633010206
431,195.3470676133917
432,195.2681428087538
433,195.11700332172543
434,194.98202971733497
435,194.85073852866304
436,194.86949995800907
437,194.8025979948528
438,194.79400396632062
439,194.8185904960057
440,194.70550436325783
441,194.7556374902538
442,194.8237634749385
443,194.89193862750696
444,195.06178520043082
445,194.9054468566361
446,194.87025300296628
447,194.77133757188724
448,194.7759878185817
449,194.72218521478396
450,194.6660768960142
451,194.66704472699013
452,194.65396348211505
453,194.75005305376706
454,194.72201959664906
455,194.6136923974967
456,194.5830401036203
457,194.6451287897306
458,194.60345512653214
459,194.49442405030638
460,194.50748200513124
461,194.46668818827453
462,194.41225934090417
463,194.35204938551183
464,194.52752956280622
465,194.50477777152204
466,194.42310215317448
467,194.41869774589907
468,194.5574986818761
469,194.58639387085236
470,194.60742996177015
471,194.63886635400405
472,194.51501763026994
473,194.4841272603246
474,194.47714542082454
475,194.43713311454198
476,194.35830405788832
477,194.42236204713407
478,194.4528901274093
479,194.6757862591737
480,194.76975643625545
481,194.7577439459073
482,195.01519992441877
483,194.9115566131445
484,194.70094210119754
485,194.65122301953883
486,194.69075917368352
487,194.58550108559382
488,194.49338634917981
489,194.38765469673558
490,194.3085487472626
491,194.14142452243144
492,194.0341194977055
493,194.0408839634035
494,194.0294640754443
495,194.0077215196698
496,194.17692632232087
497,194.17277293003113
498,194.04002999489535
499,194.03713426531766
500,194.03627770902614
501,194.0549071614209
502,194.04035088003175
503,194.1022558335236
504,194.07342275134795
505,194.17944682331162
506,194.2066496019717
507,194.24936096629673
508,194.28366462249136
509,194.14157202608283
510,194.08010958354518
511,193.87852902330127
512,193.76324845026573
513,193.5347497675311
514,193.31165437644813
515,193.25497156977286
516,193.2372193759365
517,193.2118979157777
518,193.15941249370925
519,193.04803429797772
520,193.0152600217477
521,193.11347157575335
522,193.09903174461527
523,192.99426533536365
524,192.88954033064573
525,193.00026899275437
526,193.00668928326576
527,192.96200085245516
528,192.8619260944317
529,192.8067442021041
530,192.8089903980589
531,192.71925383455098
532,192.6430487902224
533,192.5524065025391
534,192.44220833601884
535,192.42438368424845
536,192.43003799088584
537,192.41746912711565
538,192.37858250659386
539,192.27277580843227
540,192.19698480944098
541,192.16160981093608
542,192.4684303447862
543,192.4560322747177
544,192.3006125940151
545,192.12720264340714
546,192.09038883735516
547,192.0150222348346
548,191.97031827732386
549,191.94148778293157
550,191.92643982270434
551,191.81440950556657
552,191.7570228218179
553,191.74114418313277
554,191.72802153372396
555,191.5706791299863
556,191.47772595176428
557,191.41025208848583
558,191.3400067092309
559,191.3291690725273
560,191.4437949363732
561,191.5531753633523
562,191.34551092443354
563,191.21478904810039
564,191.2184559371188
565,191.41198590333576
566,191.57723139744897
567,191.88232070423254
568,192.05182051418643
569,192.19179112824133
570,191.6998975041884
571,191.3087928663658
572,191.17804252441573
573,191.046319175923
574,190.98511809950455
575,190.83307547608422
576,190.79517738880523
577,190.7809135269355
578,190.73556003580188
579,190.71563927951144
580,190.57699619831922
581,190.55571944354915
582,190.62016301251526
583,190.70780347150318
584,190.8334972847716
585,191.12363696709556
586,191.16261674781825
587,190.92537912068337
588,190.8067706582494
589,191.1169449593316
590,191.13893853009185
591,190.93457869052133
592,190.5654546845422
593,190.77316311577806
594,190.88469140294438
595,190.90019222525925
596,190.7840007524817
597,190.7324236423719
598,190.82052990236429
599,190.90873449812426
600,190.93662821494092
601,191.06239189836
602,191.21712581647273
603,191.15302383490987
604,191.18028872037053
605,191.05214427626203
606,191.2269775077169
607,191.38011217571434
608,191.3636719880405
609,191.09787558376593
610,191.12819405358914
611,191.09952917733173
612,191.2113007161337
613,191.15422197860465
614,191.02229160744326
615,191.02941059946136
616,191.0279019217636
617,191.31749816958236
618,191.34114533390846
619,191.2720618693813
620,191.2208315222415
621,191.41190050648493
622,191.5220546806881
623,191.44996421189884
624,191.46986426592244
625,191.3763987065955
626,191.23800405260567
627,191.11450726740827
628,191.04395911750044
629,191.11497306841272
630,191.17822625703414
631,191.35201661179573
632,191.2298292449775
633,191.13820618740152
634,191.08290525703947
635,191.00460928375756
636,190.99280640386138
637,191.09981900906786
638,191.15162901967986
639,190.98638611335
640,190.81197210279913
641,190.83702960905538
642,190.92044163003618
643,190.68044801362498
644,190.67546394287731
645,190.64172183567138
646,190.6220676210668
647,190.56676927848812
648,190.480363192162
649,190.32329768124364
650,190.24533553201493
651,190.22945948111317
652,190.15312763540004
653,190.15852575148497
654,190.1088661888435
655,190.10367250764386
656,190.16491498859605
657,190.10177307465904
658,190.0185163206797
659,190.00628645652944
660,189.95561248281163
661,189.9770807335502
662,190.04299416346373
663,190.11358113012193
664,190.08866077638368
665,190.01551449198433
666,190.07265792409734
667,190.00830233976538
668,189.95220178434568
669,189.9744075533413
670,190.01377032600098
671,190.05128283355964
672,190.05488502799406
673,190.03369884564154
674,189.96337324510247
675,189.95876440294174
676,189.9411027815229
677,189.98163782004377
678,190.03775131438027
679,190.06904020296275
680,189.95696330572454
681,189.93932756213925
682,189.85084866134332
683,189.86469589009238
684,189.95237775361403
685,190.05704582709808
686,189.9224733291281
687,189.90633073654044
688,189.9129994542542
689,189.97359757715023
690,190.0195359073228
691,189.98139456840812
692,190.01513667561406
693,189.88361776200662
694,189.71336231931218
695,189.56453631060594
696,189.5117895224183
697,189.49676226445797
698,189.46383272122648
699,189.4432572557464
700,189.4539810299823
701,189.40037768550312
702,189.21960549124145
703,189.17541909040233
704,189.15942400146608
705,189.12170705902213
706,189.23453182565083
707,189.18859608326164
708,189.0697883615091
709,189.06515105373143
710,189.0758541257004
711,189.0236973521184
712,188.81381000729505
713,188.6118542184642
714,188.64152056688116
715,188.50310779840783
716,188.4507232998903
717,188.34843598709568
718,188.35466478163858
719,188.33581536765837
720,188.3251899291901
721,188.36126621698503
722,188.33639503113056
723,188.21397217602677
724,188.09680252113986
725,188.09973447968457
726,188.24149066425653
727,188.08786690520444
728,188.09138370278805
729,187.88865157894978
730,187.86067246528228
731,187.83469370815055
732,187.89266264315478
733,187.94783935991566
734,188.03968237907708
735,188.13745400991186
736,187.9753345580952
737,187.88345272218342
738,187.97321257574157
739,187.93048568471642
740,187.79510579833874
741,187.7938170822264
742,187.74313275737515
743,187.56808991546828
744,187.46180706516878
745,187.25172304881022
746,187.31493224511453
747,187.35527319988358
748,187.49268967176405
749,187.5212458611204
750,187.53113636911496
751,187.41470423248512
752,187.45815311506718
753,187.6167273036833
754,187.8915084917771
755,187.69985208071137
756,187.78807479095485
757,187.74288691795616
758,187.75026210052667
759,187.6095048003309
760,187.62332873902972
761,187.60752773384533
762,187.7375923132055
763,187.5886162130645
764,187.5810443589588
765,187.5663975051521
766,187.7091396351835
767,187.85002891233052
768,188.15611451570695
769,188.12473505470692
770,188.24290876953677
771,188.10576142712551
772,188.46275131693864
773,188.52844737305008
774,188.67518504058634
775,188.49254705452353
776,188.29092250196248
777,188.37162252598404
778,188.63190953948927
779,188.48942877557704
780,188.20368832496177
781,188.13970796921674
782,188.16990481322213
783,188.2472821234119
784,188.30693311759887
785,188.39385417281326
786,188.41220414460537
787,188.63372357562326
788,188.9604881558141
789,188.92473792872227
790,188.72216624745218
791,188.602038756187
792,188.68856388054758
793,188.63190436392256
794,188.4203918911503
795,188.45544859230216
796,188.44790261603
797,188.3027590230423
798,188.0021905737853
799,187.82825530315566
800,187.7670412878204
801,187.86737223639633
802,187.84035577813802
803,187.65472631451325
804,187.64692673547202
805,187.5078592578091
806,187.40684772221
807,187.3689185815307
808,187.31869229433383
809,187.44646927320548
810,187.6087776332073
811,187.8725089863621
812,188.01406073604878
813,188.41867360300054
814,188.3512618465227
815,188.52002155043618
816,188.50203386831421
817,188.26321251776423
818,188.1801705498036
819,187.91634862423123
820,188.01594723011684
821,188.08272239188858
822,188.3510910528211
823,188.36301814631844
824,188.14834081449928
825,188.10082911204503
826,188.21905199475867
827,188.65929863855112
828,188.35442929335298
829,188.30683219404793
830,188.21373668774118
831,188.3630517875021
832,188.42143994341032
833,188.51748811052863
834,188.53201851408423
835,189.10025174720033
836,188.9138174829512
837,188.83680763799825
838,188.8733031466972
839,189.09064848315853
840,189.34308933752206
841,189.6957395146437
842,189.6589127696749
843,189.30859159757557
844,189.07117800117237
845,189.07636909458867
846,188.84583123856785
847,188.90837278676582
848,188.72265016294014
849,188.34751214843686
850,188.4495458584624
851,188.351047060504
852,188.38134224027698
853,188.38958433027244
854,188.47134275768744
855,188.43035744486227
856,188.34828848344426
857,188.1920458876338
858,188.18817197594677
859,188.07104631337694
860,187.57363812298797
861,187.62595016357147
862,187.7057806923847
863,187.88194404448564
864,187.84889028765295
865,187.9185430645189
866,187.97420369676772
867,188.08872863706267
868,188.3368634199184
869,188.5987367446221
870,188.52552835342217
871,188.25320555951853
872,188.3494115814217
873,188.5664256816132
874,188.42095344013902
875,188.5749058476776
876,188.38926603291938
877,188.49234779520495
878,188.50844639547552
879,188.86118455723133
880,188.90269777786156
881,189.17717101973574
882,189.25718269338404
883,189.39586717910998
884,189.4221357679778
885,189.7285008519569
886,189.81212248338974
887,189.73425608214527
888,189.40455436784305
889,189.3544367675472
890,189.68832033975607
891,189.41486668452498
892,189.3771083375473
893,189.3481174005868
894,189.5149440303318
895,189.46571145194443
896,189.26788576535307
897,188.97222892890966
898,189.022957246078
899,189.02267000212527
900,188.95791072358944
901,188.9910136483059
902,188.99261548620458
903,189.12353403407292
904,189.19241565149815
905,189.08793389841588
906,189.29403272840304
907,189.69939605252864
908,189.83955816255204
909,189.88094975736445
910,190.1291311203206
911,190.22533455444037
912,190.2415987728459
913,189.97376837085187
914,190.11276339058077
915,190.02827743950635
916,189.8369315624436
917,189.73628749208135
918,189.7323592369438
919,189.7695353326659
920,189.81155575883432
921,189.82199228911745
922,189.73227642787634
923,189.75976386270582
924,189.60527837179546
925,189.44520068104833
926,189.38371494846047
927,189.38171717970803
928,189.4373700486068
929,189.5595522398583
930,189.59631687802644
931,189.5147344198798
932,189.29767891515456
933,189.2622909777329
934,189.04237856018034
935,188.98581220375618
936,188.88697181839453
937,188.85494799933835
938,188.98032869082044
939,188.87314529191235
940,188.59238114869467
941,188.43819584065386
942,188.1981452930088
943,188.1883789986154
944,188.16927856964946
945,188.17095804104886
946,188.1594139394885
947,188.01053358733174
948,187.9692610305538
949,187.87952964261257
950,187.81672672829544
951,187.7151458803576
952,187.56322229497175
953,187.547317778453
954,187.7043315337042
955,187.9473735589112
956,187.8966555928763
957,187.82548896274588
958,187.83699683533925
959,187.87642689036625
960,188.05400575996404
961,187.7552099423073
962,187.8890889143373
963,187.82282613367045
964,187.7678020961277
965,187.84007888531872
966,187.8145762803249
967,187.6771416939609
968,187.63938852254995
969,187.56376314169356
970,187.4403621044804
971,187.47083325352176
972,187.51852610081107
973,187.8222904625153
974,187.79856566468848
975,187.63628059473692
976,187.6925415927248
977,187.77303200629436
978,188.02937265017852
979,188.35076499211794
980,188.4520585961031
981,188.58419857771645
982,188.59891530167383
983,188.39153551892443
984,188.5802082157783
985,188.29049034214168
986,188.1315745661223
987,188.07911502188745
988,188.1883065406814
989,188.40126817213414
990,188.362552345314
991,188.43416407418198
992,188.23571731958467
993,188.19895526919987
994,188.0486930407299
995,188.00091738437314
996,187.94821200071922
997,187.94069707784737
998,187.77359873084976
999,187.8391110543428
1000,187.77140429056212
1001,187.71579023841375
1002,187.48906418727938
1003,187.3281816959079
1004,187.36842690269268
1005,187.35615045844196
1006,187.3339395138796
1007,187.25967789485293
1008,187.27817278251308
1009,187.38046268309108
1010,187.12145403456472
1011,187.1068201196748
1012,187.03475811650253
1013,187.02727424703096
1014,187.08141585044862
1015,187.12557637345415
1016,187.24505950666315
1017,187.2085355323473
1018,187.16968514079252
1019,186.98671591845988
1020,186.91286316920377
1021,186.84949870589796
1022,186.80108127926837
1023,186.70502793658335
1024,186.63536739636734
1025,186.64221984669953
1026,186.69459140630025
1027,186.72468215118795
1028,186.8269306472322
1029,186.80673041033904
1030,186.88858976130504
1031,186.86066240330467
1032,186.7562324058896
1033,186.7300776794895
1034,186.91124580460496
1035,187.06343851946005
1036,186.99763895201428
1037,187.0236979304301
1038,187.0929030207751
1039,187.2459962842388
1040,187.5552493344455
1041,187.42136259906545
1042,187.31459065771128
1043,187.28027406259986
1044,187.25802171350378
